contrato_id,regime_ativo,dsp_ultima_campanha_informada,ultima_campanha_informada,dsp_principal_campanha_informada,principal_campanha_informada
06f5f8b7bd73b479ff10ffd1b41a70d1,38,15,3,15,3
06f5f8b7bd73b479ff10ffd1b41a70d1,40,92,6,92,6
06fa8e72feb63af9a563cfb8b62c51c6,10,1,1,1,1
06fa8e72feb63af9a563cfb8b62c51c6,14,0,1,0,1
06fa8e72feb63af9a563cfb8b62c51c6,16,8,2,8,2
06fa8e72feb63af9a563cfb8b62c51c6,18,5,1,5,1
06fa8e72feb63af9a563cfb8b62c51c6,22,5,1,5,1
06fa8e72feb63af9a563cfb8b62c51c6,26,7,1,7,1
06fa8e72feb63af9a563cfb8b62c51c6,32,1,2,1,2
06fa8e72feb63af9a563cfb8b62c51c6,36,3,3,3,3
06fa8e72feb63af9a563cfb8b62c51c6,46,15,3,15,3
06fa8e72feb63af9a563cfb8b62c51c6,52,15,1,10,2
06fa8e72feb63af9a563cfb8b62c51c6,54,7,1,7,1
06fa8e72feb63af9a563cfb8b62c51c6,56,12,2,12,2
06fa8e72feb63af9a563cfb8b62c51c6,58,5,1,1,3
06fa8e72feb63af9a563cfb8b62c51c6,62,10,2,10,2
06fa8e72feb63af9a563cfb8b62c51c6,64,5,1,5,1
06fa8e72feb63af9a563cfb8b62c51c6,68,10,2,10,2
06fa8e72feb63af9a563cfb8b62c51c6,70,7,1,7,1
06fa8e72feb63af9a563cfb8b62c51c6,72,30,4,30,4
06fa8e72feb63af9a563cfb8b62c51c6,74,10,2,10,2
06fa8e72feb63af9a563cfb8b62c51c6,76,10,2,10,2
06fa8e72feb63af9a563cfb8b62c51c6,82,15,3,15,3
06fa8e72feb63af9a563cfb8b62c51c6,84,60,5,60,5
06fc3c94f6df1cc624dfdc000d477565,70,7,1,7,1
06fc3c94f6df1cc624dfdc000d477565,72,5,1,5,1
06fc3c94f6df1cc624dfdc000d477565,74,0,1,0,1
06ff736ba6c535f87b6529b500861d2c,12,0,1,0,1
06ff736ba6c535f87b6529b500861d2c,14,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,18,1,2,1,2
06ff736ba6c535f87b6529b500861d2c,26,2,3,2,3
06ff736ba6c535f87b6529b500861d2c,28,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,42,12,2,12,2
06ff736ba6c535f87b6529b500861d2c,60,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,80,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,90,1,1,1,1
06ff736ba6c535f87b6529b500861d2c,92,7,1,7,1
06ff736ba6c535f87b6529b500861d2c,100,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,102,12,2,12,2
06ff736ba6c535f87b6529b500861d2c,108,0,1,0,1
06ff736ba6c535f87b6529b500861d2c,110,7,1,7,1
06ff736ba6c535f87b6529b500861d2c,120,17,3,17,3
06ff736ba6c535f87b6529b500861d2c,130,15,3,15,3
06ff736ba6c535f87b6529b500861d2c,132,10,2,10,2
06ff736ba6c535f87b6529b500861d2c,134,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,138,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,142,15,3,15,3
06ff736ba6c535f87b6529b500861d2c,148,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,152,7,1,7,1
06ff736ba6c535f87b6529b500861d2c,160,7,1,7,1
06ff736ba6c535f87b6529b500861d2c,162,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,164,17,3,17,3
06ff736ba6c535f87b6529b500861d2c,168,5,1,5,1
06ff736ba6c535f87b6529b500861d2c,170,5,1,5,1
0704b5c75499022c15c6ee8ed3518169,22,0,1,0,1
070a2c5a1c7a208526f8b7b9d3a9e970,48,3,1,3,1
0713bbf74268a2a7b435ad6b1e367783,23,0,1,0,1
0713bbf74268a2a7b435ad6b1e367783,29,0,2,0,2
0713bbf74268a2a7b435ad6b1e367783,68,16,2,15,3
0713bbf74268a2a7b435ad6b1e367783,70,15,3,15,3
0713bbf74268a2a7b435ad6b1e367783,72,90,6,90,6
0714eb08407abfc840ce36cc6efe2cb7,23,0,1,0,1
0714eb08407abfc840ce36cc6efe2cb7,26,28,3,28,3
0714eb08407abfc840ce36cc6efe2cb7,30,30,4,30,4
0714eb08407abfc840ce36cc6efe2cb7,48,5,1,5,1
0714eb08407abfc840ce36cc6efe2cb7,54,10,2,10,2
0714eb08407abfc840ce36cc6efe2cb7,56,0,2,0,2
0714eb08407abfc840ce36cc6efe2cb7,62,14,1,12,2
0714eb08407abfc840ce36cc6efe2cb7,64,30,4,30,4
0714eb08407abfc840ce36cc6efe2cb7,68,92,6,92,6
0715d97b0441391a5c2d97077e0c2f56,58,1,1,1,1
0715d97b0441391a5c2d97077e0c2f56,60,5,1,5,1
0715d97b0441391a5c2d97077e0c2f56,61,0,2,0,2
0715d97b0441391a5c2d97077e0c2f56,62,5,1,5,1
0715d97b0441391a5c2d97077e0c2f56,66,5,1,5,1
0715d97b0441391a5c2d97077e0c2f56,74,1,1,1,1
0715d97b0441391a5c2d97077e0c2f56,88,5,1,5,1
0715d97b0441391a5c2d97077e0c2f56,91,0,1,0,1
0715d97b0441391a5c2d97077e0c2f56,100,10,2,10,2
0715d97b0441391a5c2d97077e0c2f56,124,3,1,3,1
0715d97b0441391a5c2d97077e0c2f56,126,1,1,1,1
0715d97b0441391a5c2d97077e0c2f56,130,0,2,0,2
0715d97b0441391a5c2d97077e0c2f56,132,1,1,1,1
0715d97b0441391a5c2d97077e0c2f56,136,15,3,15,3
0715d97b0441391a5c2d97077e0c2f56,142,0,3,0,3
0715d97b0441391a5c2d97077e0c2f56,143,0,1,0,1
0715d97b0441391a5c2d97077e0c2f56,148,10,2,10,2
0715d97b0441391a5c2d97077e0c2f56,152,7,1,7,1
0715d97b0441391a5c2d97077e0c2f56,160,15,1,12,2
0715d97b0441391a5c2d97077e0c2f56,164,15,3,15,3
0715d97b0441391a5c2d97077e0c2f56,168,4,3,4,3
0715d97b0441391a5c2d97077e0c2f56,170,5,1,5,1
0715d97b0441391a5c2d97077e0c2f56,172,5,1,5,1
0715d97b0441391a5c2d97077e0c2f56,178,1,1,1,1
0715d97b0441391a5c2d97077e0c2f56,180,10,2,10,2
0715d97b0441391a5c2d97077e0c2f56,187,0,1,0,1
0715d97b0441391a5c2d97077e0c2f56,204,6,1,6,1
0715d97b0441391a5c2d97077e0c2f56,206,5,1,5,1
0715d97b0441391a5c2d97077e0c2f56,208,1,2,1,2
0715d97b0441391a5c2d97077e0c2f56,214,15,3,15,3
07213ac4f5ff0180568443c1324e4999,58,0,1,0,1
07213ac4f5ff0180568443c1324e4999,62,1,1,1,1
07213ac4f5ff0180568443c1324e4999,64,0,1,0,1
07213ac4f5ff0180568443c1324e4999,66,2,2,2,2
07213ac4f5ff0180568443c1324e4999,72,2,3,2,3
0727383559617fa36359ec3ec9edcc2a,20,30,2,15,3
0727383559617fa36359ec3ec9edcc2a,24,2,3,2,3
0727383559617fa36359ec3ec9edcc2a,28,10,2,10,2
0727383559617fa36359ec3ec9edcc2a,32,15,3,15,3
0727383559617fa36359ec3ec9edcc2a,40,15,3,15,3
0727383559617fa36359ec3ec9edcc2a,46,0,1,0,1
0727383559617fa36359ec3ec9edcc2a,48,3,1,3,1
0727383559617fa36359ec3ec9edcc2a,50,5,1,5,1
0727383559617fa36359ec3ec9edcc2a,52,7,1,7,1
0727383559617fa36359ec3ec9edcc2a,54,10,2,10,2
0727383559617fa36359ec3ec9edcc2a,56,21,3,21,3
0727383559617fa36359ec3ec9edcc2a,58,90,6,90,6
0729b3da5721cf11ecef1c44f2689db7,54,7,1,7,1
0729b3da5721cf11ecef1c44f2689db7,76,17,1,10,2
072c1f8de16dbcebc662f379e0cdc4af,26,1,1,1,1
072c1f8de16dbcebc662f379e0cdc4af,36,0,2,0,2
072c1f8de16dbcebc662f379e0cdc4af,40,4,3,4,3
0731c1717790a8bf960adb0b078c49a0,13,0,1,0,1
0731c1717790a8bf960adb0b078c49a0,28,0,1,0,1
0731c1717790a8bf960adb0b078c49a0,108,1,1,1,1
0731c1717790a8bf960adb0b078c49a0,135,0,1,0,1
0731c1717790a8bf960adb0b078c49a0,138,0,1,0,1
0731c1717790a8bf960adb0b078c49a0,158,12,2,12,2
0731c1717790a8bf960adb0b078c49a0,160,2,1,2,1
0731c1717790a8bf960adb0b078c49a0,161,0,1,0,1
0731c1717790a8bf960adb0b078c49a0,164,20,3,20,3
07390d023ec3a913e1343ff484564200,16,0,1,0,1
07390d023ec3a913e1343ff484564200,39,0,1,0,1
07390d023ec3a913e1343ff484564200,44,0,2,0,2
07480125ccb4ca53209f1746fa670ea6,8,2,1,2,1
07480125ccb4ca53209f1746fa670ea6,13,0,2,0,2
07480125ccb4ca53209f1746fa670ea6,60,0,1,0,1
07480125ccb4ca53209f1746fa670ea6,68,12,2,12,2
07480125ccb4ca53209f1746fa670ea6,70,0,3,0,3
07480125ccb4ca53209f1746fa670ea6,72,30,4,30,4
07480125ccb4ca53209f1746fa670ea6,84,1,1,1,1
07480125ccb4ca53209f1746fa670ea6,86,0,1,0,1
07480125ccb4ca53209f1746fa670ea6,96,12,2,12,2
07480125ccb4ca53209f1746fa670ea6,100,5,1,5,1
07480125ccb4ca53209f1746fa670ea6,114,5,1,5,1
07480125ccb4ca53209f1746fa670ea6,116,10,2,10,2
07480125ccb4ca53209f1746fa670ea6,128,10,2,10,2
07480125ccb4ca53209f1746fa670ea6,136,10,2,10,2
07480125ccb4ca53209f1746fa670ea6,146,12,2,12,2
07480125ccb4ca53209f1746fa670ea6,148,10,2,10,2
07480125ccb4ca53209f1746fa670ea6,150,7,1,0,3
074f402298ce69eb1e503705fda8f7b4,22,0,1,0,1
074f402298ce69eb1e503705fda8f7b4,29,0,2,0,2
074f402298ce69eb1e503705fda8f7b4,35,0,3,0,3
07591fb89c0a8aa1fbfa39e0d87a5189,15,0,1,0,1
07591fb89c0a8aa1fbfa39e0d87a5189,22,3,1,3,1
07591fb89c0a8aa1fbfa39e0d87a5189,26,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,30,1,2,1,2
07591fb89c0a8aa1fbfa39e0d87a5189,68,4,1,4,1
07591fb89c0a8aa1fbfa39e0d87a5189,78,2,2,2,2
07591fb89c0a8aa1fbfa39e0d87a5189,84,1,3,1,3
07591fb89c0a8aa1fbfa39e0d87a5189,86,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,96,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,98,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,100,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,142,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,144,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,152,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,158,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,164,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,166,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,186,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,206,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,242,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,244,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,250,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,252,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,254,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,258,5,1,5,1
07591fb89c0a8aa1fbfa39e0d87a5189,270,5,1,5,1
0761b94de28550723fb5d0b52fd95fa0,14,5,1,5,1
0761b94de28550723fb5d0b52fd95fa0,15,0,2,0,2
0761b94de28550723fb5d0b52fd95fa0,31,0,1,0,1
0761b94de28550723fb5d0b52fd95fa0,48,7,1,7,1
0761b94de28550723fb5d0b52fd95fa0,51,0,2,0,2
0761b94de28550723fb5d0b52fd95fa0,60,0,3,0,3
0761b94de28550723fb5d0b52fd95fa0,104,0,1,0,1
0768575e560bc9cbaf0ed565c06bd66e,128,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,2,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,4,1,2,1,2
0769d55c842d7cd9b0fc697de56336f5,9,0,1,0,1
0769d55c842d7cd9b0fc697de56336f5,13,0,2,0,2
0769d55c842d7cd9b0fc697de56336f5,20,1,3,1,3
0769d55c842d7cd9b0fc697de56336f5,21,0,1,0,1
0769d55c842d7cd9b0fc697de56336f5,28,0,1,0,1
0769d55c842d7cd9b0fc697de56336f5,44,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,46,0,2,0,2
0769d55c842d7cd9b0fc697de56336f5,62,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,88,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,102,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,112,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,124,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,128,7,1,7,1
0769d55c842d7cd9b0fc697de56336f5,136,5,1,5,1
0769d55c842d7cd9b0fc697de56336f5,150,7,1,7,1
076a13b868ecf301d7d1936c4a2529b6,22,18,2,15,3
076a13b868ecf301d7d1936c4a2529b6,32,0,3,0,3
076a13b868ecf301d7d1936c4a2529b6,101,0,1,0,1
076a13b868ecf301d7d1936c4a2529b6,108,3,1,3,1
076a13b868ecf301d7d1936c4a2529b6,116,30,4,30,4
0771f6f9ea8619154a38315267fc424f,30,90,6,90,6
077976fb0d1250fd658ec45f23bcf0c0,6,10,2,10,2
077976fb0d1250fd658ec45f23bcf0c0,46,60,5,60,5
077976fb0d1250fd658ec45f23bcf0c0,50,32,4,32,4
077976fb0d1250fd658ec45f23bcf0c0,52,92,6,92,6
077c590f5210d13669b949aec866169c,44,15,3,15,3
077c590f5210d13669b949aec866169c,46,5,1,5,1
077c590f5210d13669b949aec866169c,48,15,3,15,3
077c590f5210d13669b949aec866169c,50,15,3,15,3
077c590f5210d13669b949aec866169c,52,15,3,15,3
077c590f5210d13669b949aec866169c,54,30,4,30,4
077c590f5210d13669b949aec866169c,56,15,3,15,3
0788304aef947110b10d22cb1781f22f,38,30,4,30,4
078adceb3cf93644b2514e597c141ff7,38,7,1,7,1
078adceb3cf93644b2514e597c141ff7,48,15,3,15,3
078b03da8037a39342a6f4b399c136fa,9,0,1,0,1
078b03da8037a39342a6f4b399c136fa,12,1,1,1,1
078b03da8037a39342a6f4b399c136fa,18,17,3,17,3
078b03da8037a39342a6f4b399c136fa,40,30,4,30,4
078c58480c6c230c6b1c36226b561610,18,1,1,1,1
078c58480c6c230c6b1c36226b561610,32,0,2,0,2
078c58480c6c230c6b1c36226b561610,42,0,3,0,3
078c58480c6c230c6b1c36226b561610,60,0,1,0,1
078c58480c6c230c6b1c36226b561610,136,15,3,15,3
078c58480c6c230c6b1c36226b561610,203,0,1,0,1
078c58480c6c230c6b1c36226b561610,218,45,3,30,4
079ba8e541d38c9ef9d7080c3f422acb,30,10,2,10,2
079ba8e541d38c9ef9d7080c3f422acb,40,0,1,0,1
079ba8e541d38c9ef9d7080c3f422acb,44,1,1,1,1
079ba8e541d38c9ef9d7080c3f422acb,54,0,2,0,2
079ba8e541d38c9ef9d7080c3f422acb,92,0,1,0,1
079ba8e541d38c9ef9d7080c3f422acb,94,1,1,1,1
079ba8e541d38c9ef9d7080c3f422acb,100,2,2,2,2
079ba8e541d38c9ef9d7080c3f422acb,110,0,1,0,1
079ba8e541d38c9ef9d7080c3f422acb,119,0,1,0,1
079ba8e541d38c9ef9d7080c3f422acb,154,60,5,60,5
079ba8e541d38c9ef9d7080c3f422acb,156,30,4,30,4
079ba8e541d38c9ef9d7080c3f422acb,158,17,3,17,3
079ba8e541d38c9ef9d7080c3f422acb,160,17,1,10,2
079ba8e541d38c9ef9d7080c3f422acb,162,0,4,0,4
079f78e02d227e7849893873a2e083f8,60,5,1,5,1
07ab3308cd1fb9a721ad8b1c73942d6f,26,7,1,7,1
07ab3308cd1fb9a721ad8b1c73942d6f,31,0,2,0,2
07ab3308cd1fb9a721ad8b1c73942d6f,40,0,3,0,3
07ab3308cd1fb9a721ad8b1c73942d6f,52,10,2,10,2
07ab3308cd1fb9a721ad8b1c73942d6f,80,90,6,90,6
07ab3308cd1fb9a721ad8b1c73942d6f,84,7,1,7,1
07ab3308cd1fb9a721ad8b1c73942d6f,94,90,6,90,6
07acb3640bf376c0b79708fd11e6e709,13,0,1,0,1
07acb3640bf376c0b79708fd11e6e709,119,0,1,0,1
07acb3640bf376c0b79708fd11e6e709,132,15,3,15,3
07b0674a7bbe5bae5d90d31a8553630c,4,10,2,10,2
07b0674a7bbe5bae5d90d31a8553630c,6,0,1,0,1
07b0674a7bbe5bae5d90d31a8553630c,8,10,2,10,2
07b0674a7bbe5bae5d90d31a8553630c,10,12,2,12,2
07b0674a7bbe5bae5d90d31a8553630c,12,60,5,60,5
07c0c4b7344840bb3334c3c6f066bf4d,47,0,1,0,1
07cde4eebbc1c26151a2db835799618d,46,7,1,7,1
07cde4eebbc1c26151a2db835799618d,53,0,2,0,2
07cde4eebbc1c26151a2db835799618d,62,0,3,0,3
07cde4eebbc1c26151a2db835799618d,76,0,1,0,1
07cde4eebbc1c26151a2db835799618d,80,0,2,0,2
07cde4eebbc1c26151a2db835799618d,86,90,6,90,6
07cde4eebbc1c26151a2db835799618d,88,5,1,5,1
07cde4eebbc1c26151a2db835799618d,92,62,5,62,5
07d3486e13dc86ce9303f29b40ee73ea,52,1,1,1,1
07dd2e358d0f4e24cce476d78c4c8e55,11,0,1,0,1
07dd2e358d0f4e24cce476d78c4c8e55,32,15,1,12,2
07dd2e358d0f4e24cce476d78c4c8e55,63,0,2,0,2
07dd2e358d0f4e24cce476d78c4c8e55,84,5,1,5,1
07dd2e358d0f4e24cce476d78c4c8e55,88,10,2,10,2
07dd2e358d0f4e24cce476d78c4c8e55,100,15,1,12,2
07dd2e358d0f4e24cce476d78c4c8e55,116,15,3,15,3
07dd2e358d0f4e24cce476d78c4c8e55,118,4,2,4,2
07dd2e358d0f4e24cce476d78c4c8e55,119,0,1,0,1
07dd2e358d0f4e24cce476d78c4c8e55,136,30,4,30,4
07e127b9dbb167bd5b122c917a4b7c8a,10,1,1,1,1
07e127b9dbb167bd5b122c917a4b7c8a,116,0,1,0,1
07e127b9dbb167bd5b122c917a4b7c8a,118,2,2,2,2
07e127b9dbb167bd5b122c917a4b7c8a,120,0,1,0,1
07e127b9dbb167bd5b122c917a4b7c8a,125,0,3,0,3
07e127b9dbb167bd5b122c917a4b7c8a,206,0,1,0,1
07e127b9dbb167bd5b122c917a4b7c8a,284,5,1,5,1
07e2b93526165d5d0db9599423281384,8,0,1,0,1
07e5008c9a815aeac469b7b3486d0a49,20,15,1,10,2
07e5008c9a815aeac469b7b3486d0a49,22,5,1,5,1
07e5008c9a815aeac469b7b3486d0a49,28,5,1,5,1
07e5008c9a815aeac469b7b3486d0a49,34,1,3,1,3
07e6b634d0ac1077b7034a5dd6ff4816,12,6,1,6,1
07e6b634d0ac1077b7034a5dd6ff4816,16,5,1,5,1
07e6b634d0ac1077b7034a5dd6ff4816,27,0,2,0,2
07e6b634d0ac1077b7034a5dd6ff4816,62,0,1,0,1
07f36aa9f0a052ac28ff21360aaa3037,46,0,1,0,1
07f36aa9f0a052ac28ff21360aaa3037,58,0,1,0,1
07f36aa9f0a052ac28ff21360aaa3037,62,1,1,1,1
07f36aa9f0a052ac28ff21360aaa3037,64,5,1,5,1
07f36aa9f0a052ac28ff21360aaa3037,78,0,1,0,1
07f36aa9f0a052ac28ff21360aaa3037,79,0,1,0,1
07f36aa9f0a052ac28ff21360aaa3037,86,1,1,1,1
07f36aa9f0a052ac28ff21360aaa3037,91,0,1,0,1
07fdaa6b70606399929e663413c19c62,60,0,2,0,2
07fdaa6b70606399929e663413c19c62,82,5,1,5,1
07fdaa6b70606399929e663413c19c62,90,7,1,7,1
07fdaa6b70606399929e663413c19c62,93,0,1,0,1
07fdaa6b70606399929e663413c19c62,96,10,2,10,2
07fdaa6b70606399929e663413c19c62,120,1,1,1,1
07fdaa6b70606399929e663413c19c62,130,15,3,15,3
07fdaa6b70606399929e663413c19c62,132,32,4,32,4
07fdaa6b70606399929e663413c19c62,134,15,3,15,3
081967ca2993234cd62a4064c8bab163,78,5,1,5,1
081d28f4c1cfd832593b92c1218e81b1,172,10,2,10,2
081d28f4c1cfd832593b92c1218e81b1,198,5,1,5,1
081d28f4c1cfd832593b92c1218e81b1,216,5,1,5,1
082384e7f08567976a6124985118f53e,4,30,4,30,4
082384e7f08567976a6124985118f53e,61,0,1,0,1
082384e7f08567976a6124985118f53e,71,0,1,0,1
082384e7f08567976a6124985118f53e,72,1,1,1,1
082384e7f08567976a6124985118f53e,80,4,2,4,2
082384e7f08567976a6124985118f53e,126,5,1,5,1
082384e7f08567976a6124985118f53e,127,0,2,0,2
0827181c87a20b95c5e04af3245c95cc,60,5,1,5,1
0829de8e76770db785cfe0354471fbd9,4,5,1,5,1
0829de8e76770db785cfe0354471fbd9,6,5,1,5,1
0829de8e76770db785cfe0354471fbd9,10,0,1,0,1
0829de8e76770db785cfe0354471fbd9,12,11,2,11,2
0829de8e76770db785cfe0354471fbd9,14,5,1,5,1
0829de8e76770db785cfe0354471fbd9,18,0,3,0,3
0829de8e76770db785cfe0354471fbd9,34,7,1,7,1
0829de8e76770db785cfe0354471fbd9,56,7,1,7,1
0829de8e76770db785cfe0354471fbd9,64,8,2,8,2
0829de8e76770db785cfe0354471fbd9,68,7,3,7,3
0829de8e76770db785cfe0354471fbd9,76,60,5,60,5
082ff104aabf971c8e7c1cfb4c4ad11b,11,0,1,0,1
082ff104aabf971c8e7c1cfb4c4ad11b,28,7,1,7,1
082ff104aabf971c8e7c1cfb4c4ad11b,54,1,1,1,1
082ff104aabf971c8e7c1cfb4c4ad11b,60,10,2,10,2
082ff104aabf971c8e7c1cfb4c4ad11b,94,15,3,15,3
082ff104aabf971c8e7c1cfb4c4ad11b,96,0,2,0,2
082ff104aabf971c8e7c1cfb4c4ad11b,98,5,1,5,1
082ff104aabf971c8e7c1cfb4c4ad11b,102,10,2,1,3
082ff104aabf971c8e7c1cfb4c4ad11b,108,12,2,12,2
082ff104aabf971c8e7c1cfb4c4ad11b,110,0,1,0,1
082ff104aabf971c8e7c1cfb4c4ad11b,114,5,1,5,1
082ff104aabf971c8e7c1cfb4c4ad11b,120,7,1,7,1
082ff104aabf971c8e7c1cfb4c4ad11b,124,2,1,2,1
082ff104aabf971c8e7c1cfb4c4ad11b,126,0,1,0,1
082ff104aabf971c8e7c1cfb4c4ad11b,132,12,2,12,2
082ff104aabf971c8e7c1cfb4c4ad11b,134,17,2,17,2
082ff104aabf971c8e7c1cfb4c4ad11b,138,10,2,7,3
082ff104aabf971c8e7c1cfb4c4ad11b,146,0,1,0,1
082ff104aabf971c8e7c1cfb4c4ad11b,147,0,1,0,1
082ff104aabf971c8e7c1cfb4c4ad11b,148,5,1,5,1
082ff104aabf971c8e7c1cfb4c4ad11b,152,5,1,5,1
082ff104aabf971c8e7c1cfb4c4ad11b,174,30,4,30,4
082ff104aabf971c8e7c1cfb4c4ad11b,182,15,3,15,3
083a3d731a2167d1192070833d63d346,46,1,2,1,2
083a3d731a2167d1192070833d63d346,53,0,3,0,3
083a3d731a2167d1192070833d63d346,64,7,1,7,1
083a3d731a2167d1192070833d63d346,86,10,2,10,2
083a3d731a2167d1192070833d63d346,90,60,5,60,5
084089a8f8534881373625e03437ffe6,33,0,1,0,1
084089a8f8534881373625e03437ffe6,52,22,2,22,2
084089a8f8534881373625e03437ffe6,60,5,1,1,3
084089a8f8534881373625e03437ffe6,62,90,6,90,6
084b8fd6f17ef2c237a5581b34817cb6,6,5,1,5,1
084b8fd6f17ef2c237a5581b34817cb6,7,0,2,0,2
084cbb7442b7cb7ff0deff15a673cec9,74,10,2,10,2
084cbb7442b7cb7ff0deff15a673cec9,77,0,3,0,3
084cbb7442b7cb7ff0deff15a673cec9,94,7,1,7,1
08507586454fd8a59da0ff093733980f,13,0,1,0,1
08507586454fd8a59da0ff093733980f,68,0,1,0,1
0851672394fee55dac2040310780772c,52,90,6,90,6
0851672394fee55dac2040310780772c,54,5,1,5,1
0851672394fee55dac2040310780772c,56,90,6,90,6
085e1952f8638cb83bc4a0604b885a93,20,10,2,10,2
085e1952f8638cb83bc4a0604b885a93,32,3,3,3,3
085e1952f8638cb83bc4a0604b885a93,34,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,36,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,54,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,60,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,66,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,80,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,84,7,1,7,1
085e1952f8638cb83bc4a0604b885a93,88,1,1,1,1
085e1952f8638cb83bc4a0604b885a93,96,7,1,7,1
085e1952f8638cb83bc4a0604b885a93,100,1,1,1,1
085e1952f8638cb83bc4a0604b885a93,110,1,1,1,1
085e1952f8638cb83bc4a0604b885a93,112,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,114,1,1,1,1
085e1952f8638cb83bc4a0604b885a93,116,30,4,30,4
085e1952f8638cb83bc4a0604b885a93,122,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,124,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,126,0,1,0,1
085e1952f8638cb83bc4a0604b885a93,132,7,1,7,1
085e1952f8638cb83bc4a0604b885a93,134,15,3,15,3
085e1952f8638cb83bc4a0604b885a93,138,30,2,30,2
085e1952f8638cb83bc4a0604b885a93,140,7,1,7,1
087550e5307cbeb1bf3d85b30b649260,51,0,1,0,1
087550e5307cbeb1bf3d85b30b649260,73,0,1,0,1
087550e5307cbeb1bf3d85b30b649260,77,0,2,0,2
087550e5307cbeb1bf3d85b30b649260,81,0,3,0,3
087550e5307cbeb1bf3d85b30b649260,93,0,1,0,1
087550e5307cbeb1bf3d85b30b649260,100,1,2,1,2
087550e5307cbeb1bf3d85b30b649260,105,0,1,0,1
087550e5307cbeb1bf3d85b30b649260,160,7,1,7,1
087550e5307cbeb1bf3d85b30b649260,162,32,4,32,4
087dc5b78c26bdcdc366b0d7d347c8d9,42,5,1,5,1
087dc5b78c26bdcdc366b0d7d347c8d9,44,0,1,0,1
087dc5b78c26bdcdc366b0d7d347c8d9,46,10,2,10,2
087dc5b78c26bdcdc366b0d7d347c8d9,48,12,2,12,2
087dc5b78c26bdcdc366b0d7d347c8d9,50,90,6,90,6
088091499f0f7c9d5f58f265cc9fccdb,30,5,1,5,1
088091499f0f7c9d5f58f265cc9fccdb,74,10,2,10,2
0887278d638f1c911a1577e47fe1a80a,32,45,3,30,4
088b30ef9e9bf6758869e140b21b1fb2,8,1,1,1,1
088b30ef9e9bf6758869e140b21b1fb2,16,0,2,0,2
088b30ef9e9bf6758869e140b21b1fb2,21,0,3,0,3
088b30ef9e9bf6758869e140b21b1fb2,44,5,1,5,1
088b30ef9e9bf6758869e140b21b1fb2,52,5,1,5,1
088b30ef9e9bf6758869e140b21b1fb2,60,5,1,5,1
088b30ef9e9bf6758869e140b21b1fb2,62,10,2,10,2
088b30ef9e9bf6758869e140b21b1fb2,64,0,3,0,3
088b30ef9e9bf6758869e140b21b1fb2,66,15,3,15,3
088b30ef9e9bf6758869e140b21b1fb2,80,5,1,5,1
088b30ef9e9bf6758869e140b21b1fb2,82,10,2,10,2
088b30ef9e9bf6758869e140b21b1fb2,84,5,1,5,1
